region,programme_title,p1_site,p1_speciality,p2_site,p2_speciality,p3_site,p3_speciality,p4_site,p4_speciality,p4_description,p5_site,p5_speciality,p5_description,p6_site,p6_speciality,p6_description
South and SE,ScotS16003,Royal Infirmary of Edinburgh at Little France,Neurosurgery,Royal Infirmary of Edinburgh at Little France,Respiratory Medicine,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS16004,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,General Surgery,Western General Hospital,Gastroenterology,,,,,,,,,
South and SE,ScotS16005,Western General Hospital,Gastroenterology,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,General Surgery,,,,,,,,,
South and SE,ScotS16006,Victoria Hospital,General Surgery,Western General Hospital,Gastroenterology,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS16007,Victoria Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,Royal Infirmary of Edinburgh at Little France,Neurology,,,,,,,,,
South and SE,ScotS16008,Royal Infirmary of Edinburgh at Little France,Neurology,Victoria Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,,,,,,,,,
South and SE,ScotS16009,Royal Infirmary of Edinburgh at Little France,Trauma and Orthopaedic Surgery,Royal Infirmary of Edinburgh at Little France,Neurology,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS16010,Victoria Hospital,General Surgery,Victoria Hospital,Anaesthetics,Western General Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS16011,Western General Hospital,General (Internal) Medicine,Victoria Hospital,General Surgery,Victoria Hospital,Anaesthetics,,,,,,,,,
South and SE,ScotS16012,Victoria Hospital,Anaesthetics,Western General Hospital,General (Internal) Medicine,Victoria Hospital,General Surgery,,,,,,,,,
South and SE,ScotS16013,Royal Infirmary of Edinburgh at Little France,Vascular Surgery,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS16014,Victoria Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Vascular Surgery,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,,,,,,,,,
South and SE,ScotS16015,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Victoria Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Vascular Surgery,,,,,,,,,
South and SE,ScotS17001,Victoria Hospital,General (Internal) Medicine,St John's Hospital,Plastic Surgery,Royal Infirmary of Edinburgh at Little France,Cardiology,,,,,,,,,
South and SE,ScotS17002,Royal Infirmary of Edinburgh at Little France,Cardiology,Victoria Hospital,General (Internal) Medicine,St John's Hospital,Plastic Surgery,,,,,,,,,
South and SE,ScotS17003,St John's Hospital,Plastic Surgery,Royal Infirmary of Edinburgh at Little France,Cardiology,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS17004,Royal Infirmary of Edinburgh at Little France,Neurology,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,General Surgery,,,,,,,,,
South and SE,ScotS17005,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Neurology,Victoria Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS17006,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Neurology,,,,,,,,,
South and SE,ScotS17007,Borders General Hospital,General Surgery,Western General Hospital,Haematology,Western General Hospital,Geriatric Medicine,,,,,,,,,
South and SE,ScotS17008,Western General Hospital,Geriatric Medicine,Borders General Hospital,General Surgery,Western General Hospital,Haematology,,,,,,,,,
South and SE,ScotS17009,Western General Hospital,Haematology,Western General Hospital,Geriatric Medicine,Borders General Hospital,General Surgery,,,,,,,,,
South and SE,ScotS17010,Borders General Hospital,Anaesthetics,Western General Hospital,General (Internal) Medicine,Borders General Hospital,General Surgery,,,,,,,,,
South and SE,ScotS17011,Borders General Hospital,General Surgery,Borders General Hospital,Anaesthetics,Western General Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS17012,Western General Hospital,General (Internal) Medicine,Borders General Hospital,General Surgery,Borders General Hospital,Anaesthetics,,,,,,,,,
South and SE,ScotS17013,St John's Hospital,General (Internal) Medicine,Victoria Hospital,General Surgery,Victoria Hospital,Paediatrics,,,,,,,,,
South and SE,ScotS17014,Victoria Hospital,General Surgery,St John's Hospital,General (Internal) Medicine,Victoria Hospital,General Surgery,,,,,,,,,
South and SE,ScotS17015,Victoria Hospital,Paediatrics,Victoria Hospital,Paediatrics,St John's Hospital,General (Internal) Medicine,,,,,,,,,
South and SE,ScotS18001,St John's Hospital,General (Internal) Medicine,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,General Surgery,Royal Infirmary of Edinburgh at Little France,General Surgery,,Victoria Hospital,Emergency Medicine,,Victoria Hospital,Emergency Medicine,
South and SE,ScotS18002,Victoria Hospital,Emergency Medicine,Victoria Hospital,Emergency Medicine,St John's Hospital,General (Internal) Medicine,St John's Hospital,General (Internal) Medicine,,Royal Infirmary of Edinburgh at Little France,General Surgery,,Royal Infirmary of Edinburgh at Little France,General Surgery,
South and SE,ScotS18003,Royal Infirmary of Edinburgh at Little France,General Surgery,Royal Infirmary of Edinburgh at Little France,General Surgery,Victoria Hospital,Emergency Medicine,Victoria Hospital,Emergency Medicine,,St John's Hospital,General (Internal) Medicine,,St John's Hospital,General (Internal) Medicine,
South and SE,ScotS18004,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Victoria Hospital,Emergency Medicine,Victoria Hospital,Emergency Medicine,,Western General Hospital,General Surgery,with Colorectal Surgery,Western General Hospital,General Surgery,with Colorectal Surgery
South and SE,ScotS18005,Western General Hospital,General Surgery,Western General Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Royal Infirmary of Edinburgh at Little France,General (Internal) Medicine,,Victoria Hospital,Emergency Medicine,,Victoria Hospital,Emergency Medicine,
South and SE,ScotS18006,Victoria Hospital,Emergency Medicine,Victoria Hospital,Emergency Medicine,Western General Hospital,General Surgery,Western General Hospital,General Surgery,with Colorectal Surgery,Royal Infirmary of Edinburgh at Little France,General (Internal) Medicine,with Colorectal Surgery,Royal Infirmary of Edinburgh at Little France,General (Internal) Medicine,with Colorectal Surgery
South and SE,ScotS18007,Western General Hospital,General (Internal) Medicine,Western General Hospital,General (Internal) Medicine,Royal Hospital for Children and Young People,Paediatrics,Royal Hospital for Children and Young People,Paediatrics,,Victoria Hospital,General Surgery,,Victoria Hospital,General Surgery,
South and SE,ScotS18008,Victoria Hospital,General Surgery,Victoria Hospital,General Surgery,Western General Hospital,General (Internal) Medicine,Western General Hospital,General (Internal) Medicine,,Royal Hospital for Children and Young People,Paediatrics,,Royal Hospital for Children and Young People,Paediatrics,
South and SE,ScotS18009,Royal Hospital for Children and Young People,Paediatrics,Royal Hospital for Children and Young People,Paediatrics,Victoria Hospital,General Surgery,Victoria Hospital,General Surgery,,Western General Hospital,General (Internal) Medicine,,Western General Hospital,General (Internal) Medicine,
South and SE,ScotS18010,Borders General Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Vascular Surgery,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,General (Internal) Medicine,,Bellyeoman Surgery,General Practice,"Bellyeoman Surgery, Bellyeoman Road, Dunfermline, Fife, KY12 0AE (F20490)",Bellyeoman Surgery,General Practice,"Bellyeoman Surgery, Bellyeoman Road, Dunfermline, Fife, KY12 0AE (F20490)"
South and SE,ScotS18011,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Vascular Surgery,St John's Hospital,Emergency Medicine,,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,
South and SE,ScotS18012,Royal Infirmary of Edinburgh at Little France,Vascular Surgery,Western General Hospital,Respiratory Medicine,Western General Hospital,Respiratory Medicine,Bellyeoman Surgery,General Practice,"Bellyeoman Surgery, Bellyeoman Road, Dunfermline, Fife, KY12 0AE (F20490)",Victoria Hospital,General (Internal) Medicine,,Victoria Hospital,General (Internal) Medicine,
South and SE,ScotS18013,Western General Hospital,Urology,Borders General Hospital,General (Internal) Medicine,Borders General Hospital,General (Internal) Medicine,Dalhousie Medical Practice,General Practice,"Dalhousie Medical Practice, The Health Centre, 109-111 High Street, Bonnyrigg, EH19 2ET (S77055)",Dalhousie Medical Practice,General Practice,"Dalhousie Medical Practice, The Health Centre, 109-111 High Street, Bonnyrigg, EH19 2ET (S77055)",Borders General Hospital,General Psychiatry,
South and SE,ScotS18014,Western General Hospital,Respiratory Medicine,Western General Hospital,Urology,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,,Borders General Hospital,General Psychiatry,,Dalhousie Medical Practice,General Practice,"Dalhousie Medical Practice, The Health Centre, 109-111 High Street, Bonnyrigg, EH19 2ET (S77055)"
South and SE,ScotS18015,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,Royal Infirmary of Edinburgh at Little France,Geriatric Medicine,Western General Hospital,Urology,Borders General Hospital,General Psychiatry,,St John's Hospital,Emergency Medicine,,St John's Hospital,Emergency Medicine,
South and SE,ScotS19001,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Gastroenterology,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Victoria Hospital,Emergency Medicine,Research or Education themed post this can be decided once allocated,New Park Medical Practice,General Practice,"Research or Education themed post this can be decided once allocated - New Park Medical Practice, 163 Robertson Road, Dunfermline, KY12 0BL (F20466)",Victoria Hospital,General (Internal) Medicine,Research or Education themed post this can be decided once allocated
South and SE,ScotS19002,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Victoria Hospital,General Surgery,Royal Infirmary of Edinburgh at Little France,Gastroenterology,Victoria Hospital,General (Internal) Medicine,Research or Education themed post this can be decided once allocated,Victoria Hospital,Emergency Medicine,Research or Education themed post this can be decided once allocated,New Park Medical Practice,General Practice,"Research or Education themed post this can be decided once allocated - New Park Medical Practice, 163 Robertson Road, Dunfermline, KY12 0BL (F20466)"
South and SE,ScotS19003,Royal Infirmary of Edinburgh at Little France,Gastroenterology,Royal Infirmary of Edinburgh at Little France,Acute Internal Medicine,Victoria Hospital,General Surgery,New Park Medical Practice,General Practice,"Research or Education themed post this can be decided once allocated - New Park Medical Practice, 163 Robertson Road, Dunfermline, KY12 0BL (F20466)",Victoria Hospital,General (Internal) Medicine,Research or Education themed post this can be decided once allocated,Victoria Hospital,Emergency Medicine,Research or Education themed post this can be decided once allocated
South and SE,ScotS19004,Victoria Hospital,General (Internal) Medicine,Western General Hospital,General Surgery,Western General Hospital,Medical Oncology,Victoria Hospital,General Surgery,Research or Education themed post this can be decided once allocated,Victoria Hospital,Palliative Medicine,Research or Education themed post this can be decided once allocated,NHS Fife,General Practice,Research or Education themed post this can be decided once allocated
South and SE,ScotS19005,Western General Hospital,Medical Oncology,Victoria Hospital,General (Internal) Medicine,Western General Hospital,General Surgery,NHS Fife,General Practice,Research or Education themed post this can be decided once allocated,Victoria Hospital,General Surgery,Research or Education themed post this can be decided once allocated,Victoria Hospital,Palliative Medicine,Research or Education themed post this can be decided once allocated
South and SE,ScotS19006,Western General Hospital,General Surgery,Western General Hospital,Medical Oncology,Victoria Hospital,General (Internal) Medicine,Victoria Hospital,Palliative Medicine,Research or Education themed post this can be decided once allocated,NHS Fife,General Practice,Research or Education themed post this can be decided once allocated,Victoria Hospital,General Surgery,Research or Education themed post this can be decided once allocated
South and SE,ScotS20001,St John's Hospital,General (Internal) Medicine,Western General Hospital,Urology,Western General Hospital,Gastroenterology,Newland Medical Practice,General Practice,"Research or Education themed post this can be decided once allocated - Newland Medical Practice, Bathgate Primary Care Centre, Whitburn Road, Bathgate, EH48 2SS (S78077)",Royal Infirmary of Edinburgh at Little France,Cardiology,Research or Education themed post this can be decided once allocated,Royal Infirmary of Edinburgh at Little France,General Surgery,Research or Education themed post this can be decided once allocated
South and SE,ScotS20002,Western General Hospital,Gastroenterology,St John's Hospital,General (Internal) Medicine,Western General Hospital,Urology,Royal Infirmary of Edinburgh at Little France,General Surgery,Research or Education themed post this can be decided once allocated,Newland Medical Practice,General Practice,"Research or Education themed post this can be decided once allocated - Newland Medical Practice, Bathgate Primary Care Centre, Whitburn Road, Bathgate, EH48 2SS (S78077)",Royal Infirmary of Edinburgh at Little France,Cardiology,Research or Education themed post this can be decided once allocated
South and SE,ScotS20003,Western General Hospital,Urology,Western General Hospital,Gastroenterology,St John's Hospital,General (Internal) Medicine,Royal Infirmary of Edinburgh at Little France,Cardiology,Research or Education themed post this can be decided once allocated,Royal Infirmary of Edinburgh at Little France,General Surgery,Research or Education themed post this can be decided once allocated,Newland Medical Practice,General Practice,"Research or Education themed post this can be decided once allocated - Newland Medical Practice, Bathgate Primary Care Centre, Whitburn Road, Bathgate, EH48 2SS (S78077)"
